id,enrollee_id,gender,relevent_experience,education_level,major_discipline,experience,Training_Hours,Years_of_Experience,Relevant_Experience_Score
5419,15087,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
6688,19143,Male,No relevent experience,Graduate,STEM,8.0,41-60,6-10,48.0
8731,31176,Male,Has relevent experience,Masters,STEM,8.0,41-60,6-10,42.0
9961,7963,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
4198,23342,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
14692,7492,Male,Has relevent experience,Masters,STEM,8.0,41-60,6-10,42.0
17802,5595,Male,No relevent experience,Graduate,STEM,8.0,41-60,6-10,48.0
9420,17627,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
18637,13676,Male,Has relevent experience,Masters,STEM,8.0,41-60,6-10,42.0
536,9414,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
13082,14027,Male,No relevent experience,Graduate,STEM,8.0,41-60,6-10,48.0
18024,24726,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
10318,9869,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
4344,11893,Female,Has relevent experience,Masters,STEM,8.0,41-60,6-10,42.0
12521,21816,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
17886,25793,Female,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
4104,32187,Female,Has relevent experience,Masters,STEM,8.0,41-60,6-10,42.0
14863,9389,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
15109,15555,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
537,33242,Male,No relevent experience,Graduate,STEM,8.0,41-60,6-10,48.0
4796,10216,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
8640,7042,Male,No relevent experience,Masters,STEM,8.0,41-60,6-10,48.0
11603,14453,Male,Has relevent experience,Masters,STEM,8.0,41-60,6-10,42.0
13480,29101,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
14486,17995,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
2550,9603,Female,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
6161,30473,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
7283,28159,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
8324,23191,Male,Has relevent experience,Masters,STEM,8.0,41-60,6-10,42.0
12736,29960,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
16666,24838,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
6578,22505,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
18394,17489,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
18866,27913,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
607,22052,Male,Has relevent experience,Masters,STEM,8.0,41-60,6-10,42.0
11372,20599,Male,Has relevent experience,Masters,STEM,8.0,41-60,6-10,42.0
15491,5708,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
15974,23356,Male,Has relevent experience,Masters,STEM,8.0,41-60,6-10,42.0
681,6010,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
1279,6990,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
1308,17639,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
2384,9177,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
8136,12753,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
12253,9043,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
3377,33118,Female,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
3826,24056,Male,Has relevent experience,Masters,STEM,8.0,41-60,6-10,42.0
9168,30082,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
10769,31479,Male,Has relevent experience,Masters,STEM,8.0,41-60,6-10,42.0
5691,19148,Male,Has relevent experience,Masters,STEM,8.0,41-60,6-10,42.0
8185,26945,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
10994,28633,Male,Has relevent experience,Masters,STEM,8.0,41-60,6-10,42.0
11002,23020,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
13852,9666,Male,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
18121,715,Female,Has relevent experience,Graduate,STEM,8.0,41-60,6-10,42.0
7456,30256,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
9693,2514,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
13229,19503,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
16622,18330,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
633,11003,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
6873,7927,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
11769,3681,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
13294,9980,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
1088,21642,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
2168,751,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
11126,11774,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
14111,11866,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
16261,17138,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
2491,26708,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
5272,7690,Female,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
5846,15421,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
7084,8579,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
11024,756,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
15301,7969,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
7823,14375,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
10876,23044,Female,No relevent experience,Masters,STEM,8.0,20-40,6-10,28.0
4816,6470,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
6194,54,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
6516,31029,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
11872,13035,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
13207,24179,Male,No relevent experience,Phd,STEM,8.0,20-40,6-10,28.0
17892,11289,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
18160,31499,Male,No relevent experience,Graduate,STEM,8.0,20-40,6-10,28.0
19108,15038,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
1867,14572,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
9818,24070,Male,No relevent experience,Graduate,STEM,8.0,20-40,6-10,28.0
11224,18113,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
14685,2619,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
15730,5743,Female,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
18646,32146,Male,No relevent experience,Masters,STEM,8.0,20-40,6-10,28.0
1065,13955,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
4743,2560,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
9229,488,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
18207,13240,Male,No relevent experience,Masters,STEM,8.0,20-40,6-10,28.0
5057,12918,Male,No relevent experience,Graduate,STEM,8.0,20-40,6-10,28.0
10791,8552,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
12969,28984,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
13006,19376,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
15125,4455,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
1672,15897,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
3455,4229,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
5743,13519,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
12378,25645,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
13281,10033,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
13592,27750,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
3972,29319,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
3986,13178,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
13346,3745,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
15652,28884,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
2777,28378,Male,No relevent experience,Masters,STEM,8.0,20-40,6-10,28.0
8916,10892,Male,No relevent experience,Masters,STEM,8.0,20-40,6-10,28.0
11867,17470,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
13230,2676,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
18759,2301,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
10717,2306,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
13316,10732,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
635,6326,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
3201,25804,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
11125,4807,Male,No relevent experience,Graduate,STEM,8.0,20-40,6-10,28.0
14591,17152,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
18206,30206,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
4361,27607,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
11087,19568,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
100,6172,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
1235,32415,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
7200,19598,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
10274,8194,Male,Has relevent experience,Masters,STEM,8.0,20-40,6-10,37.0
11418,20763,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
18522,18823,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
696,6724,Male,No relevent experience,Graduate,STEM,8.0,20-40,6-10,28.0
2286,15502,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
8096,22454,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
8988,3510,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
10085,18453,Female,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
11816,13686,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
13458,1653,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
13933,26523,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
15927,22584,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
7588,12014,Male,Has relevent experience,Phd,STEM,8.0,20-40,6-10,37.0
11779,30629,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
3191,30855,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
8471,26413,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
9491,15966,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
9798,30402,Male,No relevent experience,Masters,STEM,8.0,20-40,6-10,28.0
13483,30933,Male,Has relevent experience,Graduate,STEM,8.0,20-40,6-10,37.0
3477,7153,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
4460,2083,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
10750,3119,Female,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
10960,27037,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
455,657,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
4590,14902,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
7270,24589,Male,No relevent experience,Graduate,STEM,8.0,<20,6-10,8.0
7858,22850,Female,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
8002,13260,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
9899,19528,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
12081,28825,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
983,20747,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
3725,13773,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
5946,9543,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
10536,11209,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
12985,24668,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
16793,22540,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
12758,29385,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
17256,3849,Female,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
7216,32704,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
16751,20888,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
5611,17261,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
10596,13115,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
14587,22034,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
16712,7549,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
17331,15153,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
1252,31075,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
1811,2836,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
5858,1521,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
8304,19933,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
10297,19628,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
11227,2686,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
427,18462,Male,No relevent experience,Masters,STEM,8.0,<20,6-10,8.0
6206,20396,Female,Has relevent experience,Phd,STEM,8.0,<20,6-10,32.0
7771,4180,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
3877,22020,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
5151,15333,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
5760,11285,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
8186,606,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
10698,16793,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
11525,8932,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
11987,141,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
17188,31928,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
17565,31159,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
19127,549,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
1303,21956,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
3775,13766,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
6874,563,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
7052,3616,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
12376,1403,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
2875,19445,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
5306,5613,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
6041,27528,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
7753,3601,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
10677,15692,Female,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
2310,19834,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
3479,16114,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
8518,6820,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
18757,21060,Male,No relevent experience,Graduate,STEM,8.0,<20,6-10,8.0
1613,2994,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
2025,9034,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
17569,14036,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
17671,3227,Male,No relevent experience,Graduate,STEM,8.0,<20,6-10,8.0
3274,1997,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
12379,12680,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
17801,19488,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
19001,3079,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
1136,628,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
3656,24902,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
16829,29442,Male,Has relevent experience,Graduate,STEM,8.0,<20,6-10,32.0
8110,9632,Female,No relevent experience,Phd,STEM,8.0,<20,6-10,8.0
18778,16433,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
4700,12727,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
10804,28714,Male,Has relevent experience,Masters,STEM,8.0,<20,6-10,32.0
10128,3174,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
17573,19297,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
16239,4821,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
2788,10452,Male,No relevent experience,Graduate,STEM,9.0,>80,6-10,88.0
12475,17315,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
1043,29151,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
12850,8348,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
15593,28903,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
12135,20808,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
7549,8015,Female,No relevent experience,Phd,STEM,9.0,>80,6-10,88.0
11581,10557,Female,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
13147,20815,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
8927,2354,Male,No relevent experience,Phd,STEM,9.0,>80,6-10,88.0
496,22954,Female,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
7912,32217,Female,No relevent experience,Graduate,STEM,9.0,>80,6-10,88.0
11229,5486,Male,No relevent experience,Graduate,STEM,9.0,>80,6-10,88.0
5735,6417,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
14434,30835,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
3040,26877,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
4094,21716,Male,No relevent experience,Masters,STEM,9.0,>80,6-10,88.0
15506,19083,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
7455,13894,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
14302,18549,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
1738,10524,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
4925,23201,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
5000,18582,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
8028,27911,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
10901,877,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
922,23001,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
10580,32927,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
15533,32257,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
4371,26345,Female,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
11074,8391,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
5087,10901,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
8691,10745,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
1359,22100,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
8426,29412,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
10609,13860,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
10640,28994,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
15014,2470,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
13981,8635,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
3841,26013,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
4352,8293,Female,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
12597,6445,Female,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
16949,18417,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
901,10209,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
15152,17536,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
5557,8242,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
10795,3585,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
13577,17303,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
16713,8384,Male,Has relevent experience,Phd,STEM,9.0,>80,6-10,52.0
14132,389,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
14699,11991,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
1544,9687,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
1568,6958,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
18581,27503,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
18095,18123,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
11541,359,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
932,32427,Male,Has relevent experience,Phd,STEM,9.0,>80,6-10,52.0
11016,2754,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
17233,567,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
756,4980,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
4038,3142,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
4815,13637,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
3396,30661,Male,No relevent experience,Masters,STEM,9.0,>80,6-10,88.0
9846,32048,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
7997,13069,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
2570,10980,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
8037,17266,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
17041,31022,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
17001,17289,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
5286,27057,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
6006,23890,Female,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
8576,25539,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
2746,33258,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
16660,27579,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
8513,17443,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
2208,1975,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
9456,13970,Female,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
1597,2384,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
2598,10599,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
3135,581,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
6974,24458,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
13495,25123,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
15828,20298,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
17686,11312,Female,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
1408,25613,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
13217,24481,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
1385,840,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
11611,6325,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
639,11821,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
3849,23652,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
13292,22684,Male,Has relevent experience,Phd,STEM,9.0,>80,6-10,52.0
12535,29540,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
16389,24134,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
7209,27040,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
9504,27243,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
2193,30176,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
2336,21508,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
2509,15662,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
4050,25401,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
13116,22433,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
13251,6686,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
13847,29013,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
13867,19595,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
14537,7994,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
15561,5443,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
4132,14414,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
6589,30649,Female,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
8902,13381,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
2082,27449,Female,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
7571,25452,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
8897,22062,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
16138,4706,Female,No relevent experience,Graduate,STEM,9.0,>80,6-10,88.0
17978,7727,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
10445,23731,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
3296,12625,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
15840,7059,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
543,29723,Male,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
779,24222,Male,No relevent experience,Phd,STEM,9.0,>80,6-10,88.0
1912,15315,Female,Has relevent experience,Graduate,STEM,9.0,>80,6-10,52.0
18687,3080,Male,Has relevent experience,Masters,STEM,9.0,>80,6-10,52.0
